"帳票名","仕訳日記帳"
"書式名","汎用形式"
"事業所名","㈱コムテックエンタープライズ"
"処理日時","2026/09/09","14:05:26"
"検索条件",""
"集計期間","2025/07/01","2026/06/30","決算仕訳を含む"
"当日仕訳","NO"
"[表題行]","日付","伝票No.","決算","調整","付箋1","付箋2","タイプ","生成元","借方勘定科目","借方補助科目","借方部門","借方税区分","借方税計算区分","借方金額","借方税額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方税計算区分","貸方金額","貸方税額","摘要","請求書区分","仕入税額控除","期日","番号","仕訳メモ","作業日付","仕訳番号"
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",8147,,"楽天カード","","","対象外","",8147,,"ＵＱ　ｍｏｂｉｌｅご利用料金","","","",,"","2026/03/19",25321
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",430,,"楽天カード","","","対象外","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/03/19",25322
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",430,,"楽天カード","","","対象外","",430,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/03/19",25323
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","交際費","","","課対仕入10%","",3476,,"楽天カード","","","対象外","",3476,,"楽天ＳＰ　デニーズアプリ","","","",,"","2026/03/19",25324
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",430,,"楽天カード","","","対象外","",430,,"楽天ＳＰ　ローソンアプリ","","","",,"","2026/03/19",25325
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","福利厚生費","","","課対仕入10%","",731,,"楽天カード","","","対象外","",731,,"楽天ＳＰ　ファミリーマートアプリ","","","",,"","2026/03/19",25326
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",7482,,"楽天カード","","","対象外","",7482,,"ＥＮＥＯＳ－ＳＳ","","","",,"","2026/03/19",25327
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",390,,"楽天カード","","","対象外","",390,,"ＥＴＣカード売上","","","",,"","2026/03/19",25328
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",840,,"楽天カード","","","対象外","",840,,"ＥＴＣカード売上","","","",,"","2026/03/19",25329
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",480,,"楽天カード","","","対象外","",480,,"ＥＴＣカード売上","","","",,"","2026/03/19",25330
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",640,,"楽天カード","","","対象外","",640,,"ＥＴＣカード売上","","","",,"","2026/03/19",25331
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",260,,"楽天カード","","","対象外","",260,,"ＥＴＣカード売上","","","",,"","2026/03/19",25332
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",330,,"楽天カード","","","対象外","",330,,"ＥＴＣカード売上","","","",,"","2026/03/19",25333
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",630,,"楽天カード","","","対象外","",630,,"ＥＴＣカード売上","","","",,"","2026/03/19",25334
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","旅費交通費","","","課対仕入10%","",630,,"楽天カード","","","対象外","",630,,"ＥＴＣカード売上","","","",,"","2026/03/19",25335
"[明細行]","2025/07/27",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",2189,,"楽天カード","","","対象外","",2189,,"ユーネクストサービス利用料","","","",,"","2026/03/19",25336
"[明細行]","2025/07/27",,"","NO","","","","","旅費交通費","","","課対仕入10%","",10000,,"小口現金","","","対象外","",10000,,"駐車料　","","","",,"","2026/08/21",27892
"[日次合計行]","","","","","","","","","","","","","",319268,0,"","","","","",319268,0,"","","","","","","",""
"[明細行]","2025/07/28",,"","NO","","","","[CSV]","保険料","","","対象外","",4025,,"普通　三菱UFJ銀行","","","対象外","",4025,,"アフラツクＡＰＳ","","","",,"","2026/01/28",24771
"[明細行]","2025/07/28",,"","NO","","","","[CSV]","保険料","","","対象外","",9170,,"普通　三菱UFJ銀行","","","対象外","",9170,,"ＤＦ．オリツクスセイメイ","","","",,"","2026/01/28",24772
"[明細行]","2025/07/28",,"","NO","","","","[CSV]","楽天カード","","","対象外","",309268,,"普通　三菱UFJ銀行","","","対象外","",309268,,"ラクテンカ－ドサ－ビ","","","",,"","2026/01/28",24773
"[明細行]","2025/07/28",,"","NO","","","","","旅費交通費","","","課対仕入10%","",300,,"小口現金","","","対象外","",300,,"駐車料　","","","",,"","2026/08/21",27891
"[日次合計行]","","","","","","","","","","","","","",322763,0,"","","","","",322763,0,"","","","","","","",""
"[明細行]","2025/07/29",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4940,,"小口現金","","","対象外","",4940,,"中部テラオカ津営業所　往復","","","",,"","2026/08/21",27882
"[明細行]","2025/07/29",,"","NO","","","","","旅費交通費","","","課対仕入10%","",300,,"小口現金","","","対象外","",300,,"駐車料　","","","",,"","2026/08/21",27883
"[日次合計行]","","","","","","","","","","","","","",5240,0,"","","","","",5240,0,"","","","","","","",""
"[明細行]","2025/07/30",,"","NO","","","","[CSV]","法定福利費","","","対象外","",333301,,"普通　三菱UFJ銀行","","","対象外","",333301,,"シヤカイホケンリヨウトウ（コツ　6月分","","","",,"","2026/08/15",27152
"[日次合計行]","","","","","","","","","","","","","",333301,0,"","","","","",333301,0,"","","","","","","",""
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","支払利息","三菱/83,000/1000万","","対象外","",6734,,"普通　三菱UFJ銀行","","","対象外","",6734,,"ご融資利息","","","",,"","2026/08/14",27012
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","支払利息","三菱/119,000/1000万新","","対象外","",8482,,"普通　三菱UFJ銀行","","","対象外","",8482,,"ご融資利息","","","",,"","2026/08/14",27013
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","支払利息","三菱/178,000/1500万","","対象外","",12728,,"普通　三菱UFJ銀行","","","対象外","",12728,,"ご融資利息","","","",,"","2026/08/14",27014
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","支払利息","三菱/125,000/1500万","","対象外","",15946,,"普通　三菱UFJ銀行","","","対象外","",15946,,"ご融資利息","","","",,"","2026/08/14",27015
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",19653,,"普通　三菱UFJ銀行","","","対象外","",19653,,"電話","","","",,"","2026/01/28",24779
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","支払利息","日本/93,000/1000万","","対象外","",9753,,"普通　三菱UFJ銀行","","","対象外","",9753,,"金融公庫","","","",,"","2026/08/14",27094
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",10780,,"普通　三菱UFJ銀行","","","対象外","",10780,,"ドコモビジネス","","","",,"","2026/01/28",24781
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","リース料","","","課対仕入10%","",21560,,"普通　三菱UFJ銀行","","","対象外","",21560,,"オリツクス　（カ","","","",,"","2026/01/28",24782
"[明細行]","2025/07/31",,"","NO","","","","","複合","","","対象外","",34732,,"貸付金","","","対象外","",34732,,"長尾友春氏より　","","","",,"","2026/08/23",28082
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","複合","","","対象外","",169892,,"普通　三菱UFJ銀行","","","対象外","",169892,,"ソウゴウフリコミ　　　ＢＩＺ","","","",,"","2026/01/28",24872
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",65615,,"売掛金","東海オートメーション㈱","","対象外","",65615,,"トウカイオ－トメ－シヨン（カ","","","",,"","2026/01/28",24784
"[明細行]","2025/07/31",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",165000,,"売掛金","㈱光システム","","対象外","",165000,,"カ）ヒカリシステム","","","",,"","2026/01/28",24934
"[明細行]","2025/07/31",,"","NO","","","","","賃借料","後藤","","課対仕入10%","",127600,,"複合","","","対象外","",127600,,"家賃　林ビル　後藤三枝子　8月分","","","",,"","2026/08/21",28013
"[明細行]","2025/07/31",,"","NO","","","","","水道光熱費","水道代","","課対仕入10%","",4361,,"複合","","","対象外","",4361,,"水道代　林ビル　後藤三枝子　6・7月分","","","",,"","2026/08/21",28052
"[明細行]","2025/07/31",,"","NO","","","","","雑費","千葉","","課対仕入10%","",32931,,"複合","","","対象外","",32931,,"千葉会計　顧問料　","","","",,"","2026/01/28",24955
"[明細行]","2025/07/31",,"","NO","","","","","賃借料","兵頭","","課対仕入10%","",5000,,"複合","","","対象外","",5000,,"駐車料　兵頭","","","",,"","2026/01/28",24956
"[明細行]","2025/07/31",,"","NO","","","","","雑費","千葉","","課対仕入10%","",3369,,"預り金","源泉所得税","","対象外","",3369,,"千葉会計　源泉所得税　","","","",,"","2026/08/12",26850
"[明細行]","2025/07/31",,"","NO","","","","","支払利息","三井/42,000/500万","","対象外","",4136,,"普通　三井住友銀行","","","対象外","",4136,,"証書借入利息","","","",,"","2026/08/13",26865
"[明細行]","2025/07/31",,"","NO","","","","","売掛金","日本カラリング㈱","","対象外","",297000,,"売上高（5種）","日本カラリング㈱","","簡売五10%","",297000,,"日本カラリング㈱　7月分","","","",,"","2026/03/19",25339
"[明細行]","2025/07/31",,"","NO","","","","","売上高（5種）","日本カラリング㈱","","簡売五10%","",3076,,"売掛金","日本カラリング㈱","","対象外","",3076,,"日本カラリング㈱　値引　","","","",,"","2026/08/14",26925
"[明細行]","2025/07/31",,"","NO","","","","","支払手数料","","","課対仕入10%","",385,,"売掛金","東海オートメーション㈱","","対象外","",385,,"振込手数料　相殺","","","",,"","2026/08/14",27111
"[明細行]","2025/07/31",,"","NO","","","","","売掛金","東海オートメーション㈱","","対象外","",66000,,"売上高（5種）","東海オートメーション㈱","","簡売五10%","",66000,,"東海オートメーション㈱　","","","",,"","2026/08/14",27098
"[明細行]","2025/07/31",,"","NO","","","","","消費税","","","対象外","",16300,,"未払消費税","","","対象外","",16300,,"消費税当期分","","","",,"","2026/08/21",27997
"[日次合計行]","","","","","","","","","","","","","",1101033,0,"","","","","",1101033,0,"","","","","","","",""
"[月度合計行]","","","","","","","","","","","","","",5623187,0,"","","","","",5623187,0,"","","","","","","",""
"[明細行]","2025/08/04",,"","NO","","","","[CSV]","リース料","車両","","課対仕入10%","",29150,,"普通　三菱UFJ銀行","","","対象外","",29150,,"ＴＦ）トヨタフアイナンス","","","",,"","2026/01/28",24786
"[明細行]","2025/08/04",,"","NO","","","","","売掛金","㈱浜島書店","","対象外","",990000,,"売上高（5種）","㈱浜島書店","","簡売五10%","",990000,,"㈱浜島書店　保守料　R7.08～R8.07","","","",,"","2026/08/14",26953
"[明細行]","2025/08/04",,"","NO","","","","","売掛金","㈱浜島書店","","対象外","",96000,,"売上高（5種）","㈱浜島書店","","簡売五10%","",96000,,"㈱浜島書店　保守料　R7.08～R8.07","","","",,"","2026/08/14",26954
"[明細行]","2025/08/04",,"","NO","","","","","小口現金","","","対象外","",200000,,"貸付金","","","対象外","",200000,,"長尾友春氏より　","","","",,"","2026/08/21",27893
"[明細行]","2025/08/04",,"","NO","","","","","旅費交通費","","","課対仕入10%","",1000,,"小口現金","","","対象外","",1000,,"駐車料　","","","",,"","2026/08/21",27901
"[日次合計行]","","","","","","","","","","","","","",1316150,0,"","","","","",1316150,0,"","","","","","","",""
"[明細行]","2025/08/05",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4940,,"小口現金","","","対象外","",4940,,"中部テラオカ津営業所　往復","","","",,"","2026/08/21",27894
"[明細行]","2025/08/05",,"","NO","","","","","旅費交通費","","","課対仕入10%","",1700,,"小口現金","","","対象外","",1700,,"駐車料　","","","",,"","2026/08/21",27906
"[日次合計行]","","","","","","","","","","","","","",6640,0,"","","","","",6640,0,"","","","","","","",""
"[明細行]","2025/08/06",,"","NO","","","","","旅費交通費","","","課対仕入10%","",300,,"小口現金","","","対象外","",300,,"駐車料　","","","",,"","2026/08/21",27900
"[明細行]","2025/08/06",,"","NO","","","","","旅費交通費","","","課対仕入10%","",400,,"小口現金","","","対象外","",400,,"駐車料　","","","",,"","2026/08/21",27905
"[日次合計行]","","","","","","","","","","","","","",700,0,"","","","","",700,0,"","","","","","","",""
"[明細行]","2025/08/08",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",96000,,"売掛金","㈱浜島書店","","対象外","",96000,,"カ．ハマジマシヨテン","","","",,"","2026/01/28",24787
"[明細行]","2025/08/08",,"","NO","","","","[CSV]","[製]外注加工費","","","課対仕入10%","",54450,,"普通　三菱UFJ銀行","","","対象外","",54450,,"ソウゴウフリコミ　　　ＢＩＺ　SKｼｽﾃﾑ:KeikoG-202506-7　外注","","","",,"","2026/08/20",27602
"[明細行]","2025/08/08",,"","NO","","","","","旅費交通費","","","課対仕入10%","",1000,,"小口現金","","","対象外","",1000,,"Manaca ","","","",,"","2026/08/21",27904
"[日次合計行]","","","","","","","","","","","","","",151450,0,"","","","","",151450,0,"","","","","","","",""
"[明細行]","2025/08/09",,"","NO","","","","","旅費交通費","","","課対仕入10%","",5000,,"小口現金","","","対象外","",5000,,"Manaca ","","","",,"","2026/08/21",27907
"[日次合計行]","","","","","","","","","","","","","",5000,0,"","","","","",5000,0,"","","","","","","",""
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","ニコスカード","","","対象外","",36259,,"普通　三菱UFJ銀行","","","対象外","",36259,,"ＤＣ","","","",,"","2026/01/28",24789
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",4516,,"ニコスカード","","","対象外","",4516,,"ソフトバンクＭ（０５月分）","","","",,"","2026/08/12",25844
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","消耗品費","","","課対仕入10%","",1980,,"ニコスカード","","","対象外","",1980,,"ADOBE SYSTEMS SOFTWA / ADOBE.LY/JPJP","","","",,"","2026/08/12",25845
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","貸付金","","","対象外","",100,,"ニコスカード","","","対象外","",100,,"タイムズ名古屋　掖済会病院","","","",,"","2026/08/12",25846
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","通信費","","","課対仕入10%","",980,,"ニコスカード","","","対象外","",980,,"SPOTIFY P384CE4117 / STOCKHOLM","","","",,"","2026/08/12",25847
"[明細行]","2025/08/12",,"","NO","","","","[CSV]","水道光熱費","","","課対仕入10%","",28683,,"ニコスカード","","","対象外","",28683,,"中部電力　２５／０７利用分","","","",,"","2026/08/12",25848
"[明細行]","2025/08/12",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4940,,"小口現金","","","対象外","",4940,,"中部テラオカ津営業所　往復","","","",,"","2026/08/21",27895
"[日次合計行]","","","","","","","","","","","","","",77458,0,"","","","","",77458,0,"","","","","","","",""
"[明細行]","2025/08/13",,"","NO","","","","[CSV]","現金","","","対象外","",50000,,"普通　三菱UFJ銀行","","","対象外","",50000,,"","","","",,"","2026/08/12",26860
"[明細行]","2025/08/13",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",220,,"普通　三菱UFJ銀行","","","対象外","",220,,"手数料","","","",,"","2026/01/28",24791
"[日次合計行]","","","","","","","","","","","","","",50220,0,"","","","","",50220,0,"","","","","","","",""
"[明細行]","2025/08/14",,"","NO","","","","","旅費交通費","","","課対仕入10%","",300,,"小口現金","","","対象外","",300,,"駐車料　","","","",,"","2026/08/21",27909
"[日次合計行]","","","","","","","","","","","","","",300,0,"","","","","",300,0,"","","","","","","",""
"[明細行]","2025/08/18",,"","NO","","","","[CSV]","普通　三菱UFJ銀行","","","対象外","",2182,,"受取利息","","","非課売上","",2182,,"利息","","","",,"","2026/01/28",24792
"[明細行]","2025/08/18",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",5060,,"普通　三菱UFJ銀行","","","対象外","",5060,,"BZ手数料　月分","","","",,"","2026/01/28",24793
"[明細行]","2025/08/18",,"","NO","","","","[CSV]","支払手数料","","","課対仕入10%","",3564,,"普通　三菱UFJ銀行","","","対象外","",3564,,"振込手数料　月分","","","",,"","2026/01/28",24794
"[明細行]","2025/08/18",,"","NO","","","","","租税公課","","","対象外","",394,,"受取利息","","","非課売上","",394,,"普通預金利息　源泉税","","","",,"","2026/08/21",28057
"[明細行]","2025/08/18",,"","NO","","","","","普通　三井住友銀行","","","対象外","",12,,"受取利息","","","非課売上","",12,,"普通預金利息","","","",,"","2026/08/13",26866
"[明細行]","2025/08/18",,"","NO","","","","","旅費交通費","","","課対仕入10%","",9312,,"現金","","","対象外","",9312,,"交通費（横山　7/2-8/10）","","","",,"","2026/08/13",26899
"[明細行]","2025/08/18",,"","NO","","","","","租税公課","","","対象外","",2,,"受取利息","","","非課売上","",2,,"普通預金利息　源泉税","","","",,"","2026/08/21",28058
"[日次合計行]","","","","","","","","","","","","","",20526,0,"","","","","",20526,0,"","","","","","","",""
"[明細行]","2025/08/19",,"","NO","","","","","旅費交通費","","","課対仕入10%","",4940,,"小口現金","","","対象外","",4940,,"中部テラオカ津営業所　往復","","","",,"","2026/08/21",27896
"[日次合計行]","","","","","","","","","","","","","",4940,0,"","","","","",4940,0,"","","","","","","",""
"[明細行]","2025/08/22",,"","NO","","","","[CSV]","保険料","","","対象外","",15000,,"普通　三菱UFJ銀行","","","対象外","",15000,,"ナゴヤカイギシヨ　キ","","","",,"","2026/01/28",24795
